alpha_key,date_first_relation,date_of_birth,flag_last90_active_mob_rob,gender,state,amount_deposit_spot_balance,total_deposits_ixi,Business Line Of Credit,Cdira,Checking,Commercial Loan,Credit Card,Escrow,Standalone Savings,Home Equity,Investments,Loan,Loan - Personal,Loc - Personal,Money Market,Mortgage,Odloc,Other,Savings,age,tenure_years,sow,n_products
user_01046,2024-02-05,1992-04-03,1,Female,MI,8975.48,46308.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,2.13,0.1938,1
user_01047,2017-06-15,1974-03-08,1,Male,NJ,62617.44,88855.3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,52.0,8.77,0.7047,6
user_01048,2023-03-12,1970-10-21,1,Male,CT,137371.01,480054.21,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,55.4,3.03,0.2862,4
user_01049,2021-03-05,1998-03-30,1,Male,FL,261289.57,1697595.58,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,28.0,5.05,0.1539,4
user_01050,2019-09-18,1978-10-23,1,Male,NH,6326.77,72363.73,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,47.4,6.51,0.0874,6
user_01051,2023-09-07,1985-12-24,1,Male,FL,94725.82,123442.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.2,2.54,0.7674,1
user_01052,2020-01-31,1979-02-20,0,Female,TN,21511.27,104359.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.1,6.14,0.2061,2
user_01053,2021-11-10,1956-04-21,1,Male,NY,1502389.6,6375535.03,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,69.9,4.36,0.2356,4
user_01054,2013-05-28,2000-05-24,1,Male,CA,236731.7,1093273.85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,25.8,12.82,0.2165,3
user_01055,2013-04-06,1954-06-14,1,Female,KS,346865.46,1740955.52,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,71.8,12.96,0.1992,4
user_01056,2025-08-31,1981-09-30,1,Male,TX,117870.94,515046.24,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,44.5,0.56,0.2289,6
user_01057,2016-12-29,1965-08-15,1,Male,ID,71159.82,971358.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,60.6,9.23,0.0733,4
user_01058,2016-06-10,1983-01-01,0,Female,OR,27759.08,336554.57,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,43.2,9.78,0.0825,4
user_01059,2020-04-01,1988-09-04,0,Male,CA,21921.71,545721.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,37.5,5.97,0.0402,4
user_01060,2018-12-05,1965-09-11,1,Male,VA,17228.01,76560.3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60.5,7.3,0.225,3
user_01061,2014-04-11,1969-11-04,1,Female,MI,94420.03,304661.62,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,56.4,11.95,0.3099,4
user_01062,2020-04-01,1997-01-09,1,Male,MO,292699.31,604823.24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29.2,5.97,0.4839,4
user_01063,2024-10-18,1968-12-15,1,Male,NM,29326.55,86742.37,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,57.3,1.43,0.3381,4
user_01064,2020-04-30,1966-07-28,1,Male,KS,18912.89,150129.89,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,59.7,5.89,0.126,5
user_01065,2022-01-18,1984-10-31,0,Male,PA,7587.17,68120.52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,41.4,4.18,0.1114,4
user_01066,2020-03-07,1957-12-10,1,Female,AK,60357.94,464380.51,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,68.3,6.04,0.13,6
user_01067,2022-05-24,1972-03-07,1,Male,DE,196720.41,518121.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0,3.83,0.3797,2
user_01068,2023-07-23,1987-07-18,1,Male,FL,208899.92,552578.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38.7,2.67,0.378,3
user_01069,2011-06-10,2003-09-10,1,,NC,235282.98,5044027.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.5,14.78,0.0466,3
user_01070,2023-11-12,1970-06-24,0,,TX,74080.36,170639.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,55.7,2.36,0.4341,4
user_01071,2015-06-29,1993-10-09,1,Male,CA,50143.5,697922.86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.5,10.73,0.0718,2
user_01072,2015-04-29,1966-05-26,1,Female,TX,209634.43,1298579.23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,59.8,10.9,0.1614,4
user_01073,2016-10-08,1977-12-21,1,Male,TX,11876.82,29621.78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,48.3,9.45,0.4009,4
user_01074,2012-07-06,1980-11-21,0,Female,CA,26513.36,46065.31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45.3,13.71,0.5756,3
user_01075,2025-08-29,1996-01-15,1,Male,CO,350612.0,905551.96,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.2,0.56,0.3872,3
user_01076,2021-05-10,1968-08-25,1,Male,IA,12393.05,77574.69,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,57.6,4.87,0.1598,4
user_01077,2023-01-22,1995-12-07,1,Female,CA,43177.21,93467.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.3,3.16,0.462,1
user_01078,2017-05-13,1983-05-04,1,Male,PA,95991.46,1491872.78,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42.9,8.86,0.0643,3
user_01079,2016-07-06,1962-05-30,0,Female,MT,49694.82,188596.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,63.8,9.71,0.2635,3
user_01080,2012-09-15,1958-03-17,1,Female,MA,178745.59,1402933.48,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,68.0,13.52,0.1274,4
user_01081,2020-03-23,1954-10-08,1,Female,PA,280753.28,2065742.83,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,71.5,6.0,0.1359,5
user_01082,2022-04-24,1956-04-28,1,Male,IL,80018.65,1312619.84,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,69.9,3.91,0.061,5
user_01083,2012-04-29,1976-06-05,1,Female,TX,238587.89,753223.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,49.8,13.9,0.3168,3
user_01084,2015-12-21,1994-03-15,1,Male,NC,14764.89,72032.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,10.25,0.205,1
user_01085,2014-08-22,1962-04-10,0,Female,IN,37248.64,54407.38,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,64.0,11.58,0.6846,6
user_01086,2019-04-12,1964-02-22,1,Female,NJ,806651.64,3926133.9,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.1,6.95,0.2055,4
user_01087,2019-03-30,1954-09-16,1,,GA,463209.3,5167727.14,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,71.5,6.98,0.0896,4
user_01088,2020-02-02,1971-09-05,1,Female,WI,9721.46,51930.84,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,54.5,6.14,0.1872,4
user_01089,2014-11-11,1997-02-23,1,Female,MI,44316.08,1263300.77,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,29.1,11.36,0.0351,8
user_01090,2022-09-05,1979-01-30,1,Female,UT,52981.99,359861.77,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,47.1,3.55,0.1472,5
user_01091,2011-08-02,1981-10-24,1,Male,WI,74179.91,215759.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,44.4,14.64,0.3438,4
user_01092,2023-03-07,1962-01-29,1,Female,NJ,207579.35,1339598.85,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,64.1,3.04,0.155,5
user_01093,2019-01-17,1984-08-06,1,,PA,408974.74,568463.75,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41.6,7.18,0.7194,3
user_01094,2021-03-03,1987-10-18,0,Male,NY,47066.52,111316.46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.4,5.05,0.4228,3
user_01095,2016-05-30,2000-03-23,1,Female,CA,172957.42,292784.86,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,26.0,9.81,0.5907,8
user_01096,2015-11-10,1962-06-15,1,Male,WA,97953.98,444694.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,63.8,10.37,0.2203,3
user_01097,2012-05-28,1966-06-17,1,Female,MN,43873.28,187332.86,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,59.8,13.82,0.2342,7
user_01098,2014-04-14,2002-03-02,1,Male,UT,5864.24,68920.96,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.1,11.94,0.0851,4
user_01099,2022-02-15,1982-07-15,1,Male,NC,152754.31,632434.11,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,43.7,4.1,0.2415,4
user_01100,2022-09-26,1980-03-28,1,Female,CA,93027.48,186957.09,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46.0,3.49,0.4976,3
user_01101,2012-11-15,1980-10-04,1,Male,MA,71820.47,1120604.71,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45.5,13.35,0.0641,3
user_01102,2018-08-28,1958-04-12,0,Female,FL,13861.89,13861.89,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,67.9,7.57,1.0,5
user_01103,2024-04-26,1996-09-10,0,Female,FL,472306.06,2182878.43,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,29.5,1.91,0.2164,6
user_01104,2013-10-07,1988-11-28,1,Female,OR,54034.83,288217.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,37.3,12.46,0.1875,4
user_01105,2016-04-29,1995-03-07,0,Male,AZ,11438.81,50845.0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,31.0,9.9,0.225,7
user_01106,2025-05-12,1992-01-09,0,Female,WV,9429.83,63051.48,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,34.2,0.86,0.1496,4
user_01107,2014-05-18,1958-11-14,1,Male,MI,101456.42,496797.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,67.4,11.85,0.2042,3
user_01108,2016-12-03,1957-03-10,1,Male,MO,105147.3,702812.51,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,69.0,9.3,0.1496,5
user_01109,2016-10-25,2001-12-29,1,Male,IL,25817.44,71469.79,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,24.2,9.41,0.3612,4
user_01110,2013-03-09,1972-08-15,1,Male,CA,78399.12,109351.86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.6,13.04,0.7169,2
user_01111,2018-07-18,1992-08-01,1,Female,NY,100262.33,432986.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.6,7.68,0.2316,1
user_01112,2019-01-16,1994-08-07,1,Male,IN,53227.37,104936.25,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,31.6,7.18,0.5072,5
user_01113,2016-10-11,1989-08-16,0,Male,NY,19395.73,48532.48,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,36.6,9.45,0.3996,3
user_01114,2022-11-12,1994-07-04,1,,NJ,142635.1,1618855.38,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31.7,3.36,0.0881,3
user_01115,2023-07-14,1979-09-19,0,Female,FL,122955.2,1916427.97,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,46.5,2.69,0.0642,5
user_01116,2013-06-29,1954-06-12,1,Male,MN,88932.58,994304.43,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,71.8,12.73,0.0894,4
user_01117,2022-08-09,1974-11-26,1,Male,IL,16546.66,159507.27,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,51.3,3.62,0.1037,5
user_01118,2018-06-01,1968-01-24,0,Male,GA,9110.46,42836.24,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,58.2,7.81,0.2127,4
user_01119,2021-10-26,1979-07-25,1,Female,SC,49327.97,498122.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.7,4.41,0.099,1
user_01120,2022-05-23,2003-07-14,1,Female,AK,137297.19,817820.6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,22.7,3.83,0.1679,4
user_01121,2017-01-22,2000-01-08,1,Female,HI,156821.77,3337917.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.2,9.16,0.047,2
user_01122,2014-02-04,1990-10-13,1,,NH,90732.96,195085.86,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.4,12.13,0.4651,3
user_01123,2019-04-28,1992-01-16,1,Male,MS,26209.38,201180.83,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,34.2,6.9,0.1303,4
user_01124,2023-09-21,1962-03-13,1,Female,WA,17143.41,27943.36,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,64.0,2.5,0.6135,4
user_01125,2022-03-09,1962-01-17,1,Male,TX,44098.35,340052.94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,64.2,4.04,0.1297,4
user_01126,2023-05-07,1961-07-09,1,Male,PA,44603.03,50527.46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,64.7,2.88,0.8827,3
user_01127,2012-12-04,1972-05-06,1,Male,NE,169935.14,288467.54,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,53.9,13.3,0.5891,5
user_01128,2021-02-05,1976-06-01,1,Male,MI,25305.08,40646.23,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,49.8,5.13,0.6226,5
user_01129,2020-04-22,1971-10-08,1,Female,AR,27957.44,153298.8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,54.5,5.92,0.1824,4
user_01130,2024-09-13,1983-11-20,1,,TX,529880.66,3153511.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,1.52,0.168,2
user_01131,2019-04-06,1970-09-19,1,Male,MI,289492.44,9214304.29,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,55.5,6.96,0.0314,5
user_01132,2012-06-23,1964-07-03,0,Male,IL,15600.86,64993.91,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,61.7,13.75,0.24,5
user_01133,2019-10-16,1966-01-30,1,Female,NY,262215.0,2180253.72,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,60.1,6.43,0.1203,6
user_01134,2016-04-14,1973-07-14,1,Female,PA,11709.55,59686.18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,52.7,9.94,0.1962,3
user_01135,2023-02-04,2001-04-27,1,Female,NV,26730.15,207869.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24.9,3.13,0.1286,3
user_01136,2023-08-29,1967-12-24,0,Female,CO,30641.96,154053.67,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,58.2,2.57,0.1989,7
user_01137,2015-02-13,1985-11-23,1,Female,VA,40999.2,442856.61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.3,11.1,0.0926,2
user_01138,2024-10-11,1967-01-16,1,Male,CA,94667.44,182770.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,1.45,0.518,1
user_01139,2019-03-25,1977-04-01,1,Male,WV,51133.02,51133.02,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,49.0,7.0,1.0,4
user_01140,2021-02-20,1960-03-01,1,Male,MI,94097.86,588900.84,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,66.1,5.08,0.1598,9
user_01141,2025-06-30,1987-04-21,1,Male,WA,27783.81,29382.27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38.9,0.73,0.9456,3
user_01142,2018-01-10,1957-08-27,1,Female,VA,70508.24,902456.33,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,68.6,8.2,0.0781,4
user_01143,2011-10-01,1962-01-01,1,Male,MD,49472.78,143011.84,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,64.2,14.48,0.3459,5
user_01144,2024-09-23,1987-09-02,1,Male,TN,8505.1,16611.2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,38.6,1.49,0.512,5
user_01145,2013-11-25,1980-02-05,1,Female,CA,80340.57,3123441.77,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,46.1,12.32,0.0257,6
user_01146,2017-11-29,1977-08-28,0,Male,CA,50497.76,222999.36,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,48.6,8.31,0.2264,4
user_01147,2015-03-28,1965-10-17,1,Male,IA,19105.4,72376.84,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,60.4,10.99,0.264,5
user_01148,2024-05-01,1969-10-07,0,Male,NY,27027.42,220353.32,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,56.5,1.89,0.1227,7
user_01149,2013-02-15,1961-08-16,0,Female,AK,27834.54,239522.87,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,64.6,13.1,0.1162,6
user_01150,2025-07-26,1985-09-25,0,Male,NE,33540.72,373927.4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,40.5,0.66,0.0897,4
user_01151,2012-07-30,1978-12-26,1,Male,WI,371449.25,573084.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,47.2,13.65,0.6482,6
user_01152,2016-03-10,1982-09-07,1,Male,TX,552784.27,3804170.49,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,43.5,10.03,0.1453,8
user_01153,2020-11-01,1958-09-30,1,Female,GA,1708.16,6054.9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,67.5,5.39,0.2821,3
user_01154,2025-08-18,1988-12-23,1,Male,NH,80839.99,173408.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,37.2,0.59,0.4662,3
user_01155,2016-11-14,1974-11-14,1,Male,FL,141543.08,659244.45,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,51.4,9.35,0.2147,4
user_01156,2024-06-18,1998-03-21,1,Female,GA,34721.89,36538.87,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,28.0,1.76,0.9503,7
user_01157,2016-11-25,1961-09-17,1,Female,VA,137053.39,1285258.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,9.32,0.1066,2
user_01158,2014-07-08,1985-01-06,1,Male,WY,327557.53,1163424.36,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,41.2,11.71,0.2815,4
user_01159,2021-11-08,1987-03-13,0,Male,GA,8675.06,26534.65,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,39.0,4.37,0.3269,5
user_01160,2022-04-09,1975-01-30,1,Male,FL,52835.15,212094.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.1,3.95,0.2491,2
user_01161,2022-07-07,1979-04-15,1,Female,LA,470953.38,1845943.29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46.9,3.71,0.2551,3
user_01162,2022-06-21,1961-10-29,1,Male,MI,10189.36,113737.09,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,64.4,3.75,0.0896,4
user_01163,2024-01-30,1977-08-27,1,Female,CA,39188.51,73098.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48.6,2.14,0.5361,2
user_01164,2022-02-10,1978-05-18,0,Female,CO,26274.16,86731.82,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47.8,4.11,0.3029,4
user_01165,2016-03-02,1998-12-23,1,Female,MA,159004.7,599255.73,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,27.2,10.06,0.2653,5
user_01166,2021-05-06,2003-02-17,1,Male,GA,187946.55,359254.27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,23.1,4.88,0.5232,5
user_01167,2014-05-28,1984-04-19,1,Female,TX,54677.67,278357.45,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,41.9,11.82,0.1964,6
user_01168,2013-11-06,1954-04-25,1,Female,PA,46773.35,117473.76,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,71.9,12.38,0.3982,3
user_01169,2014-09-11,1958-05-11,0,Female,NJ,5718.38,8333.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.9,11.53,0.6862,1
user_01170,2017-11-27,1972-10-10,0,Male,MI,248207.61,1694677.0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,53.4,8.32,0.1465,6
user_01171,2021-02-22,1972-09-07,1,Female,TX,29454.98,455175.46,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,53.5,5.08,0.0647,4
user_01172,2012-03-30,1984-08-25,1,Female,DE,37934.93,176727.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,41.6,13.98,0.2147,5
user_01173,2022-10-03,1995-05-09,1,Female,TX,144399.28,595829.08,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,30.9,3.47,0.2424,7
user_01174,2018-12-30,2003-10-19,1,Female,CA,57041.67,231412.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.4,7.23,0.2465,2
user_01175,2019-02-25,1987-04-14,0,Female,VA,150095.66,445194.88,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,38.9,7.07,0.3371,6
user_01176,2014-12-01,1988-05-27,1,Male,CO,92828.59,1060857.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.8,11.31,0.0875,3
user_01177,2017-10-19,1994-08-24,1,Female,TN,57466.78,277673.72,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,31.6,8.42,0.207,4
user_01178,2014-02-19,1991-04-08,1,Female,AZ,65313.17,65313.17,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,35.0,12.09,1.0,4
user_01179,2012-05-26,2002-12-26,1,Female,TX,11697.03,136797.04,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23.2,13.82,0.0855,4
user_01180,2020-01-25,1973-10-29,1,Male,NY,37633.19,361750.33,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,52.4,6.16,0.104,4
user_01181,2013-01-16,1957-11-07,1,Male,AZ,165259.83,1198468.47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,68.4,13.18,0.1379,4
user_01182,2023-04-10,1969-09-07,0,Female,SC,15306.76,15306.76,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,56.5,2.95,1.0,4
user_01183,2012-06-11,1981-10-25,1,,CA,19074.1,85282.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44.4,13.78,0.2237,2
user_01184,2023-02-25,1983-03-19,1,,NJ,15660.06,143431.24,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,43.0,3.07,0.1092,4
user_01185,2013-05-26,1988-11-06,1,Male,IN,54093.78,328428.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.4,12.82,0.1647,2
user_01186,2020-01-27,1997-02-08,1,Female,RI,242183.84,1278980.04,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.1,6.15,0.1894,2
user_01187,2011-09-28,1974-04-21,1,Female,TX,86769.44,796052.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,51.9,14.48,0.109,5
user_01188,2023-11-10,1975-11-25,1,Male,MN,3301.27,16539.54,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,50.3,2.37,0.1996,4
user_01189,2018-12-24,2003-11-11,1,Male,PA,98004.41,1150454.08,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,22.4,7.24,0.0852,4
user_01190,2012-08-25,1983-06-14,0,Male,VA,26473.77,135038.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,42.8,13.57,0.196,3
user_01191,2025-01-16,1990-04-29,1,,OH,82923.73,396893.73,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,35.9,1.18,0.2089,5
user_01192,2021-11-20,1995-09-18,1,Female,IL,37609.71,344189.79,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,30.5,4.34,0.1093,4
user_01193,2024-07-09,1969-01-27,1,Female,MN,16024.43,52208.49,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,57.1,1.7,0.3069,5
user_01194,2021-01-26,1977-12-07,1,Female,FL,41301.41,76945.92,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,48.3,5.15,0.5368,5
user_01195,2020-01-27,1972-07-15,1,Female,MN,26493.47,119097.14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.7,6.15,0.2225,2
user_01196,2016-10-03,1968-07-20,0,Male,GA,65099.73,467883.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,57.7,9.47,0.1391,3
user_01197,2021-12-29,1955-02-19,1,Male,TN,15540.61,146020.42,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,71.1,4.23,0.1064,4
user_01198,2023-06-07,1964-02-02,1,Male,NY,11669.03,110129.65,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,62.1,2.79,0.106,5
user_01199,2023-04-08,1973-03-17,0,Male,NY,108327.68,459547.43,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,53.0,2.96,0.2357,4
user_01200,2012-02-14,1960-04-10,1,Female,CA,170250.33,665257.28,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,65.9,14.1,0.2559,5
user_01201,2011-11-27,1980-05-08,1,Male,AL,90263.38,251901.74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.9,14.32,0.3583,3
user_01202,2022-07-09,1954-12-27,1,Female,SD,20658.67,113073.26,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,71.2,3.7,0.1827,5
user_01203,2022-11-24,1966-02-25,1,Male,NJ,18514.95,22324.38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60.1,3.33,0.8294,3
user_01204,2024-12-11,1971-09-06,1,Male,VA,19839.51,90548.24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,54.5,1.28,0.2191,4
user_01205,2011-10-26,1959-01-22,0,Male,NJ,130992.02,5738085.82,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,67.2,14.41,0.0228,6
