alpha_key,control_flag,BT_Transaction_Amount,BT_flag,nsegments,BT_Transaction_Date
user_01434,1,0.0,0,"['1000001', '1000034', '1000025']",2025-10-06
user_01435,0,0.0,0,"['1000007', '1000039', '1000006', '1000037']",2025-12-26
user_01436,1,0.0,0,"['1000020', '1000032', '1000033', '1000012', '1000005', '1000030']",2025-11-14
user_01437,0,0.0,0,"['1000010', '1000013']",2025-05-14
user_01438,0,0.0,0,"['1000012', '1000000', '1000016', '1000028']",2025-08-18
user_01439,0,0.0,0,"['1000009', '1000003', '1000008', '1000026']",2025-02-01
user_01440,1,0.0,0,"['1000002', '1000013', '1000022', '1000008']",2025-02-12
user_01441,1,0.0,0,"['1000016', '1000033', '1000004']",2025-09-15
user_01442,1,0.0,0,"['1000002', '1000001', '1000023', '1000034', '1000021', '1000038']",2025-04-25
user_01443,1,0.0,0,"['1000022', '1000005', '1000020']",2025-07-23
user_01444,1,0.0,0,"['1000020', '1000011']",2025-03-17
user_01445,0,1365.66,1,"['1000011', '1000008']",2025-10-19
user_01446,0,0.0,0,"['1000006', '1000018', '1000024', '1000028']",2025-02-01
user_01447,0,0.0,0,"['1000006', '1000031']",2025-08-15
user_01448,0,0.0,0,"['1000006', '1000028', '1000038', '1000035', '1000001']",2025-09-05
user_01449,1,0.0,0,"['1000005', '1000025', '1000028', '1000010', '1000000']",2025-10-27
user_01450,0,0.0,0,"['1000010', '1000000']",2025-04-04
user_01451,0,0.0,0,"['1000005', '1000019', '1000002', '1000022', '1000017']",2025-05-06
user_01452,0,0.0,0,"['1000008', '1000007', '1000034', '1000013', '1000033', '1000017']",2025-07-22
user_01453,0,0.0,0,"['1000037', '1000002']",2025-04-16
user_01454,1,0.0,0,"['1000005', '1000035', '1000008', '1000039']",2025-09-26
user_01455,1,0.0,0,"['1000002', '1000016', '1000027', '1000008', '1000000', '1000032']",2025-10-04
user_01456,1,0.0,0,"['1000028', '1000004', '1000006', '1000010', '1000002']",2025-10-03
user_01457,0,0.0,0,"['1000029', '1000035', '1000006', '1000027']",2025-07-01
user_01458,0,0.0,0,"['1000023', '1000038', '1000006', '1000034', '1000001']",2025-08-18
user_01459,0,0.0,0,"['1000009', '1000013', '1000002', '1000024']",2025-03-07
user_01460,0,0.0,0,"['1000009', '1000014', '1000002']",2025-03-14
user_01461,0,0.0,0,"['1000004', '1000003', '1000037']",2025-05-17
user_01462,1,0.0,0,"['1000026', '1000011', '1000019', '1000018']",2025-03-17
user_01463,1,0.0,0,"['1000005', '1000001', '1000013']",2025-10-20
user_01464,0,0.0,0,"['1000005', '1000032', '1000004']",2025-04-05
user_01465,0,0.0,0,"['1000014', '1000008', '1000024']",2025-12-04
user_01466,0,0.0,0,"['1000037', '1000008', '1000000', '1000019', '1000002']",2025-05-30
user_01467,1,0.0,0,"['1000002', '1000019', '1000009', '1000035']",2025-10-05
user_01468,0,0.0,0,"['1000005', '1000008', '1000022']",2025-01-28
user_01469,1,0.0,0,"['1000029', '1000006', '1000017']",2025-09-20
user_01470,0,0.0,0,"['1000017', '1000006']",2025-06-16
user_01471,1,0.0,0,"['1000002', '1000020']",2025-10-24
user_01472,1,0.0,0,"['1000005', '1000006', '1000014', '1000003']",2025-03-08
user_01473,0,0.0,0,"['1000004', '1000008']",2025-03-15
user_01474,0,2684.0,1,"['1000032', '1000026', '1000006', '1000039', '1000019', '1000020']",2025-11-11
user_01475,0,2311.37,1,"['1000001', '1000002', '1000005']",2025-07-31
user_01476,0,0.0,0,"['1000030', '1000034']",2025-07-25
user_01477,0,0.0,0,"['1000003', '1000022', '1000032', '1000009', '1000005']",2025-08-05
user_01478,0,0.0,0,"['1000037', '1000005', '1000003']",2025-05-11
user_01479,0,0.0,0,"['1000011', '1000002', '1000014']",2025-12-12
user_01480,0,0.0,0,"['1000036', '1000010']",2025-07-22
user_01481,1,0.0,0,"['1000037', '1000034', '1000027', '1000016']",2025-01-06
user_01482,0,0.0,0,"['1000032', '1000013', '1000004']",2025-04-15
user_01483,1,0.0,0,"['1000035', '1000010', '1000034', '1000007', '1000006']",2025-12-21
user_01484,0,0.0,0,"['1000025', '1000018', '1000008', '1000032']",2025-06-27
user_01485,1,0.0,0,"['1000010', '1000000', '1000021', '1000001', '1000009']",2025-09-23
user_01486,0,0.0,0,"['1000003', '1000004', '1000038', '1000002']",2025-01-07
user_01487,0,0.0,0,"['1000025', '1000018', '1000003', '1000036', '1000004']",2025-01-09
user_01488,0,2630.02,1,"['1000010', '1000027', '1000025', '1000006']",2025-03-16
user_01489,0,0.0,0,"['1000030', '1000037', '1000009', '1000019']",2025-07-09
user_01490,1,0.0,0,"['1000007', '1000009', '1000003', '1000024']",2025-08-11
user_01491,0,0.0,0,"['1000003', '1000000', '1000008', '1000001']",2025-01-26
user_01492,0,0.0,0,"['1000013', '1000011']",2025-12-01
user_01493,0,4288.53,1,"['1000002', '1000004', '1000000', '1000015']",2025-08-09
user_01494,0,0.0,0,"['1000005', '1000022', '1000017']",2025-05-09
user_01495,0,3103.07,1,"['1000007', '1000000', '1000006', '1000008']",2025-06-14
user_01496,0,0.0,0,"['1000037', '1000003']",2025-07-04
user_01497,0,0.0,0,"['1000005', '1000029']",2025-10-09
user_01498,1,0.0,0,"['1000035', '1000009']",2025-02-03
user_01499,0,0.0,0,"['1000012', '1000001', '1000028']",2025-07-31
user_01500,0,0.0,0,"['1000015', '1000009']",2025-07-10
user_01501,0,0.0,0,"['1000006', '1000008']",2025-10-15
user_01502,0,0.0,0,"['1000024', '1000001', '1000010', '1000000']",2025-05-12
user_01503,0,0.0,0,"['1000026', '1000004', '1000034']",2025-05-15
user_01504,0,0.0,0,"['1000009', '1000007', '1000010', '1000006', '1000003', '1000005']",2025-10-22
user_01505,0,3138.74,1,"['1000028', '1000004', '1000029', '1000031', '1000019']",2025-11-09
user_01506,0,0.0,0,"['1000000', '1000013']",2025-10-28
user_01507,0,16074.08,1,"['1000029', '1000007', '1000005']",2025-11-13
user_01508,1,0.0,0,"['1000006', '1000008', '1000001']",2025-02-07
user_01509,0,0.0,0,"['1000004', '1000018', '1000009']",2025-08-28
user_01510,1,0.0,0,"['1000004', '1000035', '1000005', '1000002']",2025-09-09
user_01511,1,0.0,0,"['1000003', '1000005', '1000011', '1000001']",2025-04-07
user_01512,0,2461.86,1,"['1000031', '1000032', '1000006', '1000026']",2025-06-15
user_01513,0,0.0,0,"['1000015', '1000030', '1000005']",2025-12-28
user_01514,0,1450.52,1,"['1000016', '1000001', '1000000', '1000032']",2025-02-20
user_01515,1,0.0,0,"['1000005', '1000008', '1000004']",2025-10-26
user_01516,1,0.0,0,"['1000032', '1000007', '1000003', '1000016', '1000004']",2025-04-27
user_01517,0,0.0,0,"['1000005', '1000020', '1000037', '1000025', '1000002', '1000006']",2025-11-07
user_01518,1,0.0,0,"['1000027', '1000005', '1000024']",2025-07-15
user_01519,1,0.0,0,"['1000009', '1000033', '1000007', '1000036', '1000008']",2025-01-05
user_01520,1,0.0,0,"['1000023', '1000003', '1000011', '1000006', '1000000']",2025-02-09
user_01521,0,0.0,0,"['1000008', '1000003', '1000037', '1000028']",2025-10-29
user_01522,0,850.05,1,"['1000024', '1000009']",2025-10-16
user_01523,0,1190.4,1,"['1000005', '1000006', '1000004', '1000013', '1000028']",2025-03-21
user_01524,0,0.0,0,"['1000003', '1000000', '1000002']",2025-08-23
user_01525,1,0.0,0,"['1000009', '1000000', '1000008']",2025-07-05
user_01526,0,0.0,0,"['1000002', '1000022', '1000039', '1000004']",2025-01-20
user_01527,0,2810.37,1,"['1000004', '1000005', '1000027']",2025-09-15
user_01528,1,0.0,0,"['1000010', '1000014']",2025-02-28
user_01529,1,0.0,0,"['1000012', '1000036', '1000000', '1000003', '1000007', '1000009']",2025-05-30
user_01530,1,0.0,0,"['1000002', '1000033', '1000020']",2025-01-03
user_01531,1,0.0,0,"['1000035', '1000036', '1000010', '1000031']",2025-03-30
user_01532,0,0.0,0,"['1000024', '1000007', '1000019', '1000037']",2025-12-08
user_01533,0,5002.31,1,"['1000025', '1000022']",2025-07-02
user_01534,1,0.0,0,"['1000004', '1000029', '1000007', '1000017']",2025-09-22
user_01535,0,1141.84,1,"['1000020', '1000010', '1000003', '1000021']",2025-04-20
user_01536,0,5318.27,1,"['1000004', '1000005', '1000002', '1000017']",2025-01-16
user_01537,0,0.0,0,"['1000002', '1000006', '1000033', '1000009']",2025-08-13
user_01538,0,0.0,0,"['1000033', '1000009', '1000003', '1000025', '1000007', '1000037']",2025-03-29
user_01539,0,0.0,0,"['1000005', '1000029', '1000009', '1000030', '1000003', '1000018']",2025-02-10
user_01540,0,0.0,0,"['1000002', '1000028']",2025-06-30
user_01541,1,0.0,0,"['1000004', '1000008', '1000019']",2025-05-30
user_01542,0,0.0,0,"['1000009', '1000026', '1000021', '1000002']",2025-02-12
user_01543,1,0.0,0,"['1000026', '1000008', '1000015', '1000004', '1000029', '1000036']",2025-08-04
user_01544,0,0.0,0,"['1000036', '1000022', '1000001', '1000008', '1000003']",2025-06-12
user_01545,0,0.0,0,"['1000021', '1000003', '1000038']",2025-12-28
user_01546,1,1779.45,1,"['1000003', '1000001', '1000030', '1000004', '1000000']",2025-02-02
user_01547,0,0.0,0,"['1000012', '1000038', '1000005']",2025-06-30
user_01548,1,0.0,0,"['1000008', '1000004', '1000013']",2025-10-17
user_01549,1,0.0,0,"['1000006', '1000015', '1000009', '1000035']",2025-06-05
user_01550,1,0.0,0,"['1000020', '1000009', '1000005']",2025-03-18
user_01551,0,0.0,0,"['1000006', '1000010', '1000003', '1000002']",2025-12-28
user_01552,1,0.0,0,"['1000007', '1000002', '1000004']",2025-04-29
user_01553,0,4254.0,1,"['1000012', '1000027', '1000004', '1000000', '1000039']",2025-12-04
user_01554,1,0.0,0,"['1000011', '1000009', '1000019', '1000008', '1000007', '1000038']",2025-11-03
user_01555,0,0.0,0,"['1000031', '1000010', '1000030']",2025-09-03
user_01556,0,0.0,0,"['1000002', '1000011', '1000009', '1000006']",2025-10-10
user_01557,0,2582.92,1,"['1000035', '1000029', '1000034', '1000018']",2025-07-18
user_01558,0,0.0,0,"['1000007', '1000025', '1000002']",2025-09-02
user_01559,0,0.0,0,"['1000031', '1000000', '1000029', '1000022', '1000001']",2025-04-09
user_01560,0,0.0,0,"['1000002', '1000009', '1000005', '1000032']",2025-01-21
user_01561,0,0.0,0,"['1000003', '1000008']",2025-08-16
user_01562,0,824.58,1,"['1000005', '1000002', '1000031', '1000022', '1000035']",2025-10-21
user_01563,0,0.0,0,"['1000008', '1000004', '1000000']",2025-11-01
user_01564,0,0.0,0,"['1000009', '1000000', '1000018']",2025-10-06
user_01565,0,0.0,0,"['1000003', '1000013', '1000014']",2025-12-25
user_01566,1,0.0,0,"['1000023', '1000007', '1000022', '1000001', '1000006']",2025-08-06
user_01567,1,0.0,0,"['1000000', '1000009', '1000024', '1000027', '1000004', '1000002']",2025-03-04
user_01568,0,0.0,0,"['1000003', '1000039', '1000006']",2025-03-16
user_01569,0,0.0,0,"['1000008', '1000001']",2025-04-11
user_01570,0,0.0,0,"['1000027', '1000008']",2025-12-23
user_01571,0,0.0,0,"['1000001', '1000009', '1000022', '1000038']",2025-11-19
user_01572,0,0.0,0,"['1000032', '1000010', '1000036']",2025-09-22
user_01573,0,0.0,0,"['1000028', '1000007', '1000026']",2025-11-11
user_01574,1,0.0,0,"['1000010', '1000012', '1000011']",2025-05-05
user_01575,1,0.0,0,"['1000028', '1000035', '1000006', '1000018']",2025-09-19
user_01576,0,0.0,0,"['1000017', '1000033', '1000008', '1000003']",2025-03-02
user_01577,0,0.0,0,"['1000004', '1000001', '1000002', '1000006']",2025-02-07
user_01578,0,0.0,0,"['1000002', '1000032', '1000007']",2025-08-23
user_01579,0,0.0,0,"['1000007', '1000025', '1000006', '1000022']",2025-09-15
user_01580,0,0.0,0,"['1000029', '1000007', '1000009', '1000006']",2025-08-06
user_01581,1,0.0,0,"['1000008', '1000014', '1000006', '1000009']",2025-06-21
user_01582,0,0.0,0,"['1000009', '1000000']",2025-08-10
user_01583,1,0.0,0,"['1000003', '1000012', '1000000']",2025-05-16
user_01584,0,0.0,0,"['1000022', '1000034', '1000025', '1000006']",2025-04-18
user_01585,0,0.0,0,"['1000008', '1000019', '1000020']",2025-04-02
user_01586,1,3605.46,1,"['1000038', '1000009', '1000004', '1000007']",2025-05-13
user_01587,0,0.0,0,"['1000035', '1000017', '1000031']",2025-04-27
user_01588,1,0.0,0,"['1000023', '1000037', '1000010']",2025-02-27
user_01589,1,0.0,0,"['1000036', '1000033', '1000030', '1000009']",2025-07-15
user_01590,1,0.0,0,"['1000024', '1000013', '1000026']",2025-05-31
user_01591,1,0.0,0,"['1000025', '1000008', '1000028']",2025-03-01
user_01592,0,0.0,0,"['1000032', '1000018', '1000009', '1000031', '1000026']",2025-11-27
user_01593,0,0.0,0,"['1000009', '1000014', '1000021']",2025-07-05
user_01594,0,0.0,0,"['1000021', '1000006', '1000005', '1000033', '1000036', '1000008']",2025-02-22
user_01595,0,0.0,0,"['1000034', '1000009', '1000003']",2025-01-18
user_01596,1,0.0,0,"['1000023', '1000000', '1000002', '1000036', '1000011']",2025-02-01
user_01597,1,0.0,0,"['1000005', '1000009', '1000014', '1000018', '1000006']",2025-05-30
user_01598,0,3262.78,1,"['1000007', '1000012']",2025-03-30
user_01599,1,0.0,0,"['1000017', '1000035', '1000007', '1000032']",2025-12-17
user_01600,0,1198.93,1,"['1000039', '1000006', '1000000', '1000016']",2025-06-21
user_01601,1,0.0,0,"['1000034', '1000001', '1000003', '1000020']",2025-09-27
user_01602,0,0.0,0,"['1000028', '1000001', '1000007']",2025-03-31
user_01603,0,1072.76,1,"['1000004', '1000037', '1000020', '1000009', '1000031', '1000012']",2025-01-26
user_01604,1,0.0,0,"['1000034', '1000004', '1000000', '1000008']",2025-05-03
user_01605,1,0.0,0,"['1000004', '1000030', '1000011', '1000005', '1000026', '1000012']",2025-09-09
user_01606,0,0.0,0,"['1000003', '1000039', '1000019', '1000031', '1000025']",2025-10-06
user_01607,1,0.0,0,"['1000010', '1000000', '1000020', '1000002', '1000037']",2025-03-13
user_01608,0,7972.54,1,"['1000004', '1000007', '1000013', '1000010']",2025-04-19
user_01609,0,1763.92,1,"['1000019', '1000027', '1000025', '1000034']",2025-06-23
user_01610,1,0.0,0,"['1000009', '1000012', '1000032', '1000005', '1000004']",2025-05-07
user_01611,0,0.0,0,"['1000000', '1000024', '1000021', '1000005']",2025-04-18
user_01612,0,0.0,0,"['1000002', '1000000']",2025-12-26
user_01613,0,8897.21,1,"['1000009', '1000003', '1000027', '1000037']",2025-12-07
user_01614,0,0.0,0,"['1000026', '1000031']",2025-05-11
user_01615,1,0.0,0,"['1000039', '1000024', '1000014', '1000028', '1000013', '1000008']",2025-01-20
user_01616,1,0.0,0,"['1000000', '1000018', '1000033', '1000021']",2025-05-12
user_01617,0,0.0,0,"['1000008', '1000017', '1000028', '1000025']",2025-11-18
user_01618,0,0.0,0,"['1000009', '1000007', '1000035']",2025-11-25
user_01619,1,0.0,0,"['1000003', '1000031', '1000038', '1000009']",2025-09-14
user_01620,1,0.0,0,"['1000024', '1000023', '1000026']",2025-09-04
user_01621,0,0.0,0,"['1000027', '1000000', '1000005', '1000004']",2025-05-13
user_01622,0,1005.28,1,"['1000021', '1000020', '1000005', '1000027']",2025-06-10
user_01623,1,0.0,0,"['1000006', '1000007', '1000024', '1000000']",2025-11-18
user_01624,0,1591.99,1,"['1000034', '1000021', '1000015']",2025-03-20
user_01625,0,0.0,0,"['1000004', '1000027', '1000032', '1000010']",2025-05-29
user_01626,0,0.0,0,"['1000005', '1000007', '1000008', '1000006']",2025-11-17
user_01627,1,0.0,0,"['1000022', '1000006', '1000029', '1000009', '1000017']",2025-09-12
user_01628,1,0.0,0,"['1000036', '1000008', '1000003', '1000012', '1000009']",2025-02-09
user_01629,0,0.0,0,"['1000026', '1000031', '1000022', '1000038', '1000005']",2025-10-15
user_01630,0,0.0,0,"['1000004', '1000005', '1000020']",2025-01-25
user_01631,0,1385.6,1,"['1000004', '1000001']",2025-04-15
user_01632,0,0.0,0,"['1000038', '1000006', '1000004', '1000007', '1000003', '1000000']",2025-12-02
user_01633,0,0.0,0,"['1000006', '1000028', '1000008', '1000024', '1000029', '1000035']",2025-01-27
user_01634,0,0.0,0,"['1000009', '1000002']",2025-03-10
user_01635,0,0.0,0,"['1000000', '1000003', '1000029', '1000014']",2025-11-13
user_01636,0,3267.53,1,"['1000002', '1000033', '1000012']",2025-09-02
user_01637,0,0.0,0,"['1000003', '1000033']",2025-03-26
user_01638,1,0.0,0,"['1000023', '1000009', '1000020', '1000006', '1000039', '1000028']",2025-05-06
user_01639,0,0.0,0,"['1000018', '1000021', '1000039', '1000000', '1000027', '1000004']",2025-12-07
user_01640,0,3774.47,1,"['1000021', '1000010', '1000006', '1000004', '1000026', '1000003']",2025-08-09
user_01641,1,0.0,0,"['1000003', '1000008']",2025-04-25
user_01642,0,4805.03,1,"['1000002', '1000018', '1000039', '1000024']",2025-02-22
user_01643,1,0.0,0,"['1000016', '1000007', '1000039', '1000032', '1000029']",2025-06-01
user_01644,1,0.0,0,"['1000004', '1000002', '1000003', '1000005']",2025-04-26
user_01645,0,1249.04,1,"['1000001', '1000033', '1000003']",2025-06-07
user_01646,1,0.0,0,"['1000004', '1000033', '1000037', '1000006']",2025-01-18
user_01647,0,596.79,1,"['1000028', '1000038']",2025-06-20
user_01648,0,0.0,0,"['1000018', '1000008', '1000020', '1000026']",2025-04-01
user_01649,0,0.0,0,"['1000002', '1000008', '1000031', '1000022', '1000003']",2025-12-18
user_01650,1,0.0,0,"['1000025', '1000020']",2025-04-12
user_01651,1,0.0,0,"['1000005', '1000006', '1000039']",2025-03-31
user_01652,1,0.0,0,"['1000003', '1000029', '1000011', '1000032']",2025-04-21
user_01653,1,0.0,0,"['1000038', '1000037', '1000031', '1000008']",2025-08-11
user_01654,0,0.0,0,"['1000005', '1000006', '1000019']",2025-09-24
user_01655,0,0.0,0,"['1000006', '1000008']",2025-04-18
user_01656,1,0.0,0,"['1000001', '1000026', '1000002', '1000006']",2025-09-11
user_01657,0,0.0,0,"['1000015', '1000011', '1000033']",2025-02-17
user_01658,0,0.0,0,"['1000019', '1000027', '1000006', '1000002']",2025-03-11
user_01659,1,0.0,0,"['1000024', '1000003', '1000030', '1000036']",2025-04-16
user_01660,1,0.0,0,"['1000005', '1000025', '1000008']",2025-09-13
user_01661,0,0.0,0,"['1000005', '1000008', '1000018', '1000039']",2025-07-21
user_01662,0,4731.5,1,"['1000006', '1000022', '1000005', '1000019']",2025-06-18
user_01663,1,0.0,0,"['1000025', '1000023', '1000036', '1000002']",2025-08-10
user_01664,0,0.0,0,"['1000012', '1000005', '1000029', '1000001']",2025-03-13
user_01665,0,0.0,0,"['1000003', '1000026', '1000007']",2025-04-07
user_01666,0,0.0,0,"['1000020', '1000039', '1000009']",2025-09-15
user_01667,1,0.0,0,"['1000011', '1000038', '1000024', '1000003']",2025-12-27
user_01668,1,0.0,0,"['1000028', '1000010', '1000027', '1000015']",2025-01-01
user_01669,0,0.0,0,"['1000004', '1000028', '1000000']",2025-05-13
user_01670,1,0.0,0,"['1000033', '1000029', '1000038']",2025-11-19
user_01671,0,0.0,0,"['1000000', '1000008', '1000003', '1000007']",2025-10-31
user_01672,0,0.0,0,"['1000007', '1000015']",2025-04-06
user_01673,1,0.0,0,"['1000008', '1000037', '1000005', '1000022', '1000024', '1000023']",2025-01-13
user_01674,0,0.0,0,"['1000022', '1000020', '1000029', '1000039']",2025-07-27
user_01675,0,1130.22,1,"['1000001', '1000009']",2025-09-11
user_01676,0,0.0,0,"['1000028', '1000000', '1000012', '1000019']",2025-04-03
user_01677,0,0.0,0,"['1000003', '1000008', '1000027']",2025-04-21
user_01678,0,1821.36,1,"['1000001', '1000002', '1000029', '1000028', '1000015', '1000008']",2025-09-03
user_01679,0,0.0,0,"['1000002', '1000028', '1000004', '1000034', '1000026', '1000001']",2025-07-15
user_01680,0,0.0,0,"['1000018', '1000035', '1000032', '1000016', '1000003']",2025-04-14
user_01681,0,0.0,0,"['1000020', '1000019', '1000015', '1000005']",2025-11-02
user_01682,0,0.0,0,"['1000034', '1000010', '1000005', '1000009', '1000004', '1000013']",2025-11-26
user_01683,1,0.0,0,"['1000003', '1000005', '1000002', '1000007']",2025-09-22
user_01684,1,0.0,0,"['1000008', '1000023', '1000009', '1000021', '1000000']",2025-12-12
user_01685,1,0.0,0,"['1000008', '1000001', '1000009']",2025-05-12
user_01686,0,0.0,0,"['1000016', '1000027', '1000013', '1000007', '1000005', '1000037']",2025-02-10
user_01687,0,0.0,0,"['1000003', '1000000', '1000002', '1000039']",2025-09-25
user_01688,0,0.0,0,"['1000034', '1000006', '1000000']",2025-07-24
user_01689,0,0.0,0,"['1000026', '1000006', '1000000', '1000009', '1000008', '1000007']",2025-06-01
user_01690,0,0.0,0,"['1000019', '1000023', '1000013', '1000000']",2025-04-06
user_01691,0,1163.62,1,"['1000000', '1000032', '1000003', '1000007', '1000002', '1000004']",2025-01-24
user_01692,1,0.0,0,"['1000009', '1000004']",2025-03-04
user_01693,0,0.0,0,"['1000019', '1000007', '1000027', '1000016']",2025-08-31
user_01694,0,0.0,0,"['1000005', '1000028', '1000035', '1000002']",2025-03-25
user_01695,0,0.0,0,"['1000020', '1000017']",2025-12-08
user_01696,1,0.0,0,"['1000020', '1000000', '1000005', '1000001', '1000009']",2025-06-22
user_01697,0,1147.09,1,"['1000032', '1000007', '1000005', '1000009']",2025-01-31
user_01698,0,0.0,0,"['1000027', '1000029', '1000008']",2025-08-27
user_01699,0,0.0,0,"['1000007', '1000003', '1000038', '1000006']",2025-09-08
user_01700,0,0.0,0,"['1000006', '1000008']",2025-03-07
user_01701,0,0.0,0,"['1000001', '1000006', '1000035', '1000004', '1000005']",2025-11-03
user_01702,0,0.0,0,"['1000004', '1000037', '1000022', '1000035', '1000031']",2025-09-27
user_01703,0,2752.76,1,"['1000017', '1000013', '1000010', '1000021']",2025-08-06
user_01704,0,0.0,0,"['1000022', '1000015', '1000008', '1000020']",2025-02-14
user_01705,0,0.0,0,"['1000003', '1000013', '1000011']",2025-06-27
user_01706,1,0.0,0,"['1000012', '1000010', '1000025']",2025-12-21
user_01707,0,0.0,0,"['1000025', '1000006', '1000007', '1000000', '1000002']",2025-03-28
user_01708,0,0.0,0,"['1000005', '1000025', '1000027']",2025-12-08
user_01709,1,0.0,0,"['1000004', '1000032', '1000007']",2025-03-12
user_01710,0,25000.0,1,"['1000027', '1000009', '1000022']",2025-08-10
user_01711,0,0.0,0,"['1000007', '1000001', '1000005', '1000021']",2025-05-25
user_01712,0,0.0,0,"['1000035', '1000017', '1000026', '1000000', '1000025']",2025-01-25
user_01713,0,0.0,0,"['1000030', '1000008', '1000009']",2025-08-23
user_01714,1,0.0,0,"['1000001', '1000003', '1000025']",2025-06-22
user_01715,0,0.0,0,"['1000027', '1000002']",2025-04-25
user_01716,1,0.0,0,"['1000035', '1000030', '1000014']",2025-03-26
user_01717,0,0.0,0,"['1000038', '1000032', '1000004']",2025-06-28
user_01718,0,0.0,0,"['1000037', '1000008', '1000003', '1000004', '1000021']",2025-02-08
user_01719,0,0.0,0,"['1000039', '1000008', '1000014', '1000006']",2025-08-07
user_01720,1,0.0,0,"['1000030', '1000002']",2025-02-03
user_01721,1,0.0,0,"['1000014', '1000015', '1000000', '1000036']",2025-03-18
user_01722,0,0.0,0,"['1000038', '1000009', '1000023', '1000030', '1000002']",2025-07-05
user_01723,0,4087.81,1,"['1000001', '1000021', '1000013']",2025-09-28
user_01724,0,0.0,0,"['1000020', '1000014', '1000023']",2025-05-26
user_01725,1,0.0,0,"['1000003', '1000004', '1000008', '1000025', '1000031']",2025-08-18
user_01726,1,5030.6,1,"['1000008', '1000016']",2025-12-07
user_01727,0,0.0,0,"['1000005', '1000009', '1000036', '1000027', '1000000']",2025-08-05
user_01728,1,0.0,0,"['1000006', '1000019', '1000026', '1000015', '1000032']",2025-10-01
user_01729,0,0.0,0,"['1000029', '1000017', '1000006', '1000007', '1000016']",2025-06-24
user_01730,0,0.0,0,"['1000019', '1000007']",2025-04-05
user_01731,1,0.0,0,"['1000007', '1000003']",2025-05-14
user_01732,0,0.0,0,"['1000000', '1000009', '1000029', '1000025', '1000039']",2025-05-09
user_01733,1,0.0,0,"['1000020', '1000004', '1000029', '1000018']",2025-07-20
user_01734,0,1672.73,1,"['1000009', '1000017', '1000000']",2025-02-25
user_01735,0,0.0,0,"['1000005', '1000003', '1000008', '1000033']",2025-10-07
user_01736,0,3380.03,1,"['1000003', '1000001']",2025-02-25
user_01737,1,0.0,0,"['1000026', '1000032', '1000011', '1000007']",2025-09-15
user_01738,0,0.0,0,"['1000008', '1000019', '1000029', '1000003', '1000034', '1000024']",2025-06-22
user_01739,0,0.0,0,"['1000001', '1000035', '1000011', '1000007']",2025-09-27
user_01740,1,0.0,0,"['1000007', '1000005', '1000003', '1000000']",2025-03-05
user_01741,1,0.0,0,"['1000005', '1000009', '1000020', '1000024', '1000015', '1000002']",2025-03-18
user_01742,1,6498.89,1,"['1000008', '1000020', '1000024', '1000006']",2025-04-03
user_01743,0,2183.12,1,"['1000035', '1000027']",2025-10-12
user_01744,0,4147.77,1,"['1000031', '1000019', '1000008', '1000036']",2025-04-07
user_01745,0,3201.37,1,"['1000034', '1000029']",2025-05-03
user_01746,0,0.0,0,"['1000033', '1000034', '1000024']",2025-02-21
user_01747,0,0.0,0,"['1000004', '1000012', '1000016', '1000026']",2025-03-27
user_01748,0,0.0,0,"['1000009', '1000010', '1000039']",2025-11-09
user_01749,0,0.0,0,"['1000009', '1000002']",2025-02-14
user_01750,0,11128.0,1,"['1000022', '1000007', '1000004', '1000017']",2025-11-30
user_01751,1,0.0,0,"['1000037', '1000006', '1000007']",2025-10-31
user_01752,0,0.0,0,"['1000009', '1000021', '1000007', '1000008']",2025-12-13
user_01753,0,0.0,0,"['1000022', '1000039', '1000006']",2025-08-16
user_01754,1,0.0,0,"['1000015', '1000027', '1000004', '1000029']",2025-09-07
user_01755,0,9292.88,1,"['1000007', '1000002', '1000000', '1000027', '1000022']",2025-11-04
user_01756,1,0.0,0,"['1000027', '1000025']",2025-09-16
user_01757,0,0.0,0,"['1000007', '1000035', '1000032', '1000006', '1000026']",2025-07-24
user_01758,0,0.0,0,"['1000029', '1000009', '1000002']",2025-06-03
user_01759,0,0.0,0,"['1000006', '1000039', '1000022']",2025-11-11
user_01760,1,2206.52,1,"['1000026', '1000034', '1000004']",2025-04-26
user_01761,1,0.0,0,"['1000038', '1000011', '1000024']",2025-07-23
user_01762,1,0.0,0,"['1000006', '1000007']",2025-01-22
user_01763,1,0.0,0,"['1000006', '1000001', '1000018', '1000034', '1000000']",2025-08-24
user_01764,1,0.0,0,"['1000000', '1000015', '1000021', '1000016', '1000038']",2025-02-18
user_01765,1,0.0,0,"['1000004', '1000009', '1000034', '1000017', '1000014', '1000035']",2025-01-21
user_01766,0,0.0,0,"['1000006', '1000003', '1000002', '1000029', '1000031', '1000004']",2025-04-19
user_01767,1,0.0,0,"['1000009', '1000015', '1000002']",2025-09-02
user_01768,1,0.0,0,"['1000030', '1000008']",2025-10-28
user_01769,0,0.0,0,"['1000031', '1000025']",2025-08-07
user_01770,0,0.0,0,"['1000005', '1000022', '1000024', '1000006']",2025-08-27
user_01771,0,0.0,0,"['1000005', '1000029', '1000020', '1000024', '1000006']",2025-03-30
user_01772,0,0.0,0,"['1000023', '1000022', '1000006']",2025-02-08
user_01773,0,0.0,0,"['1000005', '1000008', '1000024']",2025-02-11
user_01774,0,0.0,0,"['1000003', '1000032', '1000005']",2025-01-28
